a_id,average_lenth_from_tweets,average_number_words_per_tweet,average_time_between_tweets,creation_content_sources,creation_date,default_profile,default_profile_image,desviacion_tipica_average_tweet_time,isabot,last_24_hours_tweet,lexical_diversity,location,name_length,name_letters_amount,name_numbers_amount,number_of_hashtags,number_of_mentions,number_of_tweets,number_of_urls,percent_negative_tweets,percent_neutral_tweets,percent_positive_tweets,ratio_friends_followers,smog_index,total_number_of_words,total_unique_words,verified
40010436,67.76923076923077,7.61538461538,14205900923,5,2009-05-14 15:00:33,0,0,56665652.57727981,1,0,0.831932773109,1,9,9,0,1,3,13,11,15,69,15,8.42105263158,9.9,119,99,0
42570158,51.4,3.03,17459250,1,2009-05-26 05:13:37,0,0,237276.1347669841,1,0,0.548913043478,1,11,8,1,0,0,125,100,0,100,0,28.59375,8.3,552,303,0
44091292,44.05,6.25806451613,4211269709,6,2009-06-02 09:36:51,0,0,29551975.858326674,1,0,0.798353909465,1,8,6,2,2,5,31,9,0,65,35,27.5,6.9,243,194,0
46071929,130.05,3.2,397514270,1,2009-06-10 09:05:20,0,0,96226.2830053593,1,5,0.221606648199,1,7,7,0,92,1,2271,100,5,65,30,0.558823529412,8.3,1444,320,0
46553408,56.75,6.5,26868882250,2,2009-06-12 02:06:08,1,0,46484479.65901654,1,0,0.896551724138,1,6,6,0,0,0,4,3,0,75,25,118.6,10.4,29,26,0
47497854,13.0,3.0,0,1,2009-06-16 00:59:23,1,0,0.0,1,0,1.0,1,9,5,3,0,0,1,0,0,100,0,77.0769230769,3.1,3,3,0
47722321,41.666666666666664,2.22222222222,688777888,2,2009-06-16 19:41:26,1,0,1699649.7840226446,1,0,0.540540540541,1,10,6,4,0,0,9,9,0,88,11,49.3333333333,10.9,37,20,0
48109055,55.5,2.96666666667,6542133,1,2009-06-17 20:46:13,1,0,8090.194289848668,1,0,0.505681818182,1,10,8,2,0,0,30,30,0,100,0,67.1333333333,8.5,176,89,0
48336195,48.25,3.02,7658980,1,2009-06-18 12:40:27,1,0,30110.342656469387,1,0,0.56660412758,1,12,6,1,0,0,173,100,0,95,5,84.7333333333,8.8,533,302,0
48638750,93.0,5.36,622531640,2,2009-06-19 07:13:00,0,0,6609373.821424714,1,1,0.332300061996,1,15,15,0,1,9,488,91,0,95,5,7.10303030303,10.9,1613,536,0
50055682,79.2,9.5306122449,484837000,1,2009-06-23 18:24:00,0,0,4972997.610512791,1,0,0.59795134443,1,10,6,4,0,3,49,1,10,45,45,42.9230769231,6.8,781,467,0
50342870,64.0,12.0,0,1,2009-06-24 15:53:49,1,0,0.0,1,0,1.0,1,10,10,0,0,0,1,0,0,0,100,60.0,8.8,12,12,0
50449844,81.15,6.79,1341910950,6,2009-06-24 21:39:01,0,0,36806562.71433004,1,0,0.695696721311,1,7,7,0,7,13,680,96,0,50,50,21.4032258065,11.7,976,679,0
50660716,130.0,9.94,17191130,1,2009-06-25 14:31:38,1,0,176140.90655436405,1,0,0.716654650324,1,7,7,0,58,100,340,78,5,72,22,88.9473684211,10.6,1387,994,0
51184465,54.0,5.22222222222,12405107888,3,2009-06-26 19:13:47,0,0,33772414.97476579,1,0,0.824561403509,1,7,4,3,0,0,9,8,0,77,22,31.5,10.1,57,47,0
52346698,64.5,6.0,159738750,1,2009-06-30 08:49:38,1,0,254027.0486812133,1,0,0.8,1,9,9,0,0,0,4,4,0,100,0,82.4285714286,12.2,30,24,0
54047372,12.0,2.0,0,1,2009-07-05 23:58:09,1,0,0.0,1,0,1.0,1,10,10,0,0,0,1,0,0,100,0,258.5,0,2,2,0
54244742,51.63157894736842,7.19,733116300,1,2009-07-06 15:59:33,1,0,12141304.891619273,1,0,0.631810193322,1,12,12,0,10,70,140,33,0,100,0,10.3888888889,9.5,1138,719,0
55398486,98.6,5.8,8674190,1,2009-07-09 23:24:18,0,0,77137.18979213269,1,6,0.407876230661,1,9,9,0,7,100,4400,100,0,100,0,3.58490566038,8.2,1422,580,0
55639200,32.81818181818182,5.18181818182,3853943909,3,2009-07-10 19:11:48,1,0,15687238.128410248,1,0,0.934426229508,1,8,8,0,0,1,11,0,0,90,9,66.4,5.8,61,57,0
55825155,110.08333333333333,12.0,6357073416,1,2009-07-11 12:58:07,0,0,31126825.41776095,1,0,0.774193548387,1,10,10,0,0,6,12,2,0,100,0,57.4,11.8,186,144,0
55962452,51.22222222222222,5.05555555556,12930043833,2,2009-07-11 23:40:39,0,0,52532173.2057725,1,0,0.614864864865,1,11,11,0,0,0,19,4,16,61,22,62.0,6.9,148,91,0
56163699,25.0,4.0,51845571500,1,2009-07-12 19:03:49,1,0,51845571.5,1,0,1.0,1,7,5,2,0,0,2,1,0,50,50,83.1428571429,8.8,8,8,0
56232036,103.65,6.45,1036380040,1,2009-07-13 00:14:02,0,0,4920532.962572311,1,0,0.631733594515,1,6,4,1,77,39,338,61,0,70,30,6.84337349398,9.8,1021,645,0
56484656,90.2,9.13043478261,3870242173,1,2009-07-13 20:36:40,1,0,7660199.1948038265,1,0,0.632530120482,1,9,9,0,0,16,23,7,5,90,5,27.0,11.0,332,210,0
57475867,55.0,3.51,5392050,1,2009-07-16 23:06:42,1,0,42746.06209348412,1,0,0.63357400722,1,12,6,6,0,0,578,100,0,100,0,68.8461538462,8.0,554,351,0
57757511,79.92857142857143,9.28571428571,11204495714,5,2009-07-17 21:06:45,0,0,40084174.2636412,1,0,0.78313253012,1,12,10,2,5,14,14,3,0,100,0,5.71428571429,9.9,166,130,0
58384179,54.125,8.625,8044885625,1,2009-07-20 04:02:18,0,0,27402826.480336756,1,0,0.971830985915,1,9,9,0,0,1,8,2,25,75,0,67.125,8.8,71,69,0
59568791,84.27272727272727,9.81818181818,10707543818,3,2009-07-23 19:50:23,0,0,32240122.510164905,1,0,0.782608695652,1,12,11,1,0,0,11,10,9,27,63,54.8,9.8,138,108,0
59989426,69.42105263157895,4.64,147373060,2,2009-07-25 05:21:27,1,0,3061734.7454811223,1,0,0.474437627812,1,12,2,2,8,63,3088,2,15,42,42,5.66355140187,6.5,978,464,0
60018650,77.75,9.33333333333,5108739047,2,2009-07-25 08:52:26,1,0,31279137.766594175,1,0,0.671232876712,1,11,11,0,0,5,21,5,25,30,45,36.375,8.8,292,196,0
60257479,86.9,9.56756756757,611886567,1,2009-07-26 07:24:39,1,0,2738276.6091306517,1,0,0.783185840708,1,9,9,0,20,4,48,3,0,100,0,39.8571428571,6.0,452,354,0
60346119,106.2,9.26,49196200,1,2009-07-26 17:04:45,0,0,220481.71951376717,1,0,0.576587795766,1,13,13,0,12,0,1953,86,0,90,10,2.34699453552,11.0,1606,926,0
60375971,66.36363636363636,6.81818181818,507672909,2,2009-07-26 19:27:26,1,0,1516021.647414668,1,0,0.773195876289,1,10,7,3,0,0,11,11,0,72,27,77.8333333333,9.5,97,75,0
61858165,82.8,10.4,4650850000,2,2009-07-31 19:49:58,1,0,13326668.477864286,1,0,0.825396825397,1,9,4,5,0,0,10,10,0,40,60,265.0,9.1,126,104,0
62204600,91.55,9.81,2491162460,4,2009-08-02 05:30:47,0,0,46305991.242926516,1,0,0.626037013401,1,13,13,0,19,52,121,28,0,85,15,1.64516129032,9.0,1567,981,0
63417814,114.6,9.41,1424693210,2,2009-08-06 08:28:57,1,0,40728937.49594321,1,0,0.492928234678,1,9,9,0,17,23,109,4,5,75,20,11.6554621849,8.9,1909,941,0
64891773,92.46666666666667,10.6,7391860600,3,2009-08-12 01:27:30,1,0,30698399.57982007,1,0,0.648979591837,1,8,4,4,0,9,15,0,0,93,6,43.9583333333,13.2,245,159,0
65319316,35.0,3.0,0,1,2009-08-13 08:48:29,1,0,0.0,1,0,1.0,1,11,11,0,0,0,1,0,0,100,0,47.6153846154,8.8,3,3,0
66618364,41.0,6.05882352941,3592046411,1,2009-08-18 06:50:56,0,0,20655869.724726398,1,0,0.751824817518,1,10,10,0,0,4,17,0,29,41,29,54.2083333333,5.5,137,103,0
66618584,67.0,8.5,3811568000,1,2009-08-18 06:52:28,1,0,3813368.0,1,0,0.944444444444,1,11,5,0,0,0,2,2,50,0,50,71.0,7.8,18,17,0
66984417,117.65,6.71,65025230,2,2009-08-19 12:19:11,1,0,442065.27773198835,1,0,0.410146699267,1,8,8,0,0,25,28960,100,0,100,0,5.69381107492,12.9,1636,671,0
67828913,10.0,3.0,0,1,2009-08-22 06:06:50,1,0,0.0,1,0,1.0,1,8,6,2,0,0,1,0,0,100,0,83.4285714286,3.1,3,3,0
67856562,53.22222222222222,5.11111111111,5018805000,3,2009-08-22 09:38:06,1,0,12953500.982922653,1,0,0.80701754386,1,10,10,0,0,1,9,8,11,88,0,75.7647058824,10.3,57,46,0
67946273,39.166666666666664,5.5,203790333,1,2009-08-22 18:11:16,1,0,521949.2571683147,1,0,0.785714285714,1,7,7,0,0,4,6,0,0,100,0,45.6666666667,8.8,42,33,0
68524294,85.7,6.6,11285312600,1,2009-08-24 22:10:55,1,0,42025135.85626025,1,0,0.536585365854,1,11,11,0,0,1,10,9,30,40,30,52.0909090909,7.2,123,66,0
69137598,85.5,4.0,750002000,1,2009-08-26 23:51:27,1,0,750002.0,1,0,1.0,1,9,9,0,0,0,2,0,0,100,0,35.375,7.2,8,8,0
69412978,88.15,6.37,1221849320,2,2009-08-27 21:42:13,0,0,6657414.599182082,1,0,0.527317880795,1,14,14,0,35,31,361,88,5,80,15,2.40880503145,10.6,1208,637,0
70277715,68.6842105263158,8.51666666667,561251850,3,2009-08-31 02:03:41,1,0,4514103.767717597,1,0,0.687752355316,1,13,11,2,26,8,84,19,0,100,0,100.214285714,7.1,743,511,0
70468385,63.3,4.95,1235701140,1,2009-08-31 18:51:04,0,0,14065050.014599932,1,0,0.493027888446,1,13,11,1,1,1,189,85,10,60,30,15.4459459459,8.5,1004,495,0
72024595,90.63157894736842,8.21212121212,1413743969,3,2009-09-06 12:26:22,1,0,4448413.727985985,1,0,0.634660421546,1,9,6,3,0,1,34,33,15,42,42,46.6,8.3,427,271,0
72186699,107.05,10.56,269611650,2,2009-09-07 02:48:05,0,0,2454925.950954142,1,0,0.639225181598,1,14,14,0,11,6,3894,69,0,95,5,3.42352941176,8.3,1652,1056,0
72348749,81.35,8.97,726915240,3,2009-09-07 18:35:44,0,0,22929991.465913728,1,0,0.647186147186,1,9,9,0,65,69,243,84,5,75,20,22.0952380952,11.1,1386,897,0
72835654,79.4,7.17,1164729360,3,2009-09-09 12:02:07,1,0,22746779.52477851,1,0,0.562794348509,1,12,12,0,41,71,895,19,5,45,50,9.43442622951,9.6,1274,717,0
72849399,46.05,4.0,4768981807,1,2009-09-09 13:17:11,0,0,1315894.9757086725,1,0,0.818897637795,1,9,9,0,0,4,28,21,0,85,15,69.875,7.4,127,104,0
72852291,71.15,5.35,211684550,1,2009-09-09 13:31:15,1,0,1604094.1098121363,1,0,0.91452991453,1,9,7,2,11,0,20,20,0,95,5,106.615384615,8.2,117,107,0
1502026416,14.4,1.3,103459580,1,2013-06-11 11:20:35,0,0,1243783.2195992637,0,2,0.77380952381,1,8,4,4,0,46,3736,6,0,100,0,1.25090909091,8.1,168,130,0
2492782375,111.5,3.46,3613710,1,2014-05-13 10:37:57,0,0,9854.616819541996,0,20,0.770601336303,1,8,4,4,5,82,12501,53,0,100,0,1.81940700809,9.2,449,346,0
293212315,79.94736842105263,7.09,761799490,3,2011-05-04 23:30:37,0,0,19876148.80683377,0,0,0.590341382182,1,11,4,0,8,62,1861,33,15,36,47,0.731404958678,8.8,1201,709,0
3020965143,72.4,6.88,615633750,3,2015-02-06 04:10:49,1,0,8356843.898651268,0,0,0.589545844045,1,15,1,3,9,70,140,17,0,45,55,3.95833333333,8.6,1167,688,0
2157382005,125.65,9.69,909540,2,2013-10-28 16:08:18,0,0,5040.031232790131,0,87,0.560763888889,1,12,6,2,36,86,56647,43,10,65,25,0.682080924855,10.7,1728,969,0
1947320929,85.4,8.16,107108860,1,2013-10-08 15:59:30,0,0,1149131.2151797723,0,3,0.549865229111,1,15,14,1,3,91,15381,39,20,50,30,0.0826972010178,10.2,1484,816,0
255846106,62.85,6.11,5304520,2,2011-02-22 04:37:34,0,0,20312.011238673535,0,19,0.50040950041,1,15,14,1,15,25,85758,13,25,50,25,0.240223463687,7.4,1221,611,0
1733095801,79.8,6.43,104422690,1,2013-09-05 20:52:02,1,0,278276.420495211,0,4,0.660164271047,1,13,12,1,22,71,9520,65,0,60,40,0.334837545126,9.5,974,643,0
1336097480,69.94736842105263,6.28,57620420,1,2013-04-08 08:37:42,0,0,1429259.846406423,0,0,0.647422680412,1,8,6,1,7,68,5929,23,10,52,36,0.6925795053,9.6,970,628,0
32988810,99.5,4.73,594315510,2,2009-04-18 19:46:36,0,0,5426641.807553936,0,0,0.356711915535,1,13,12,1,5,98,4583,16,30,45,25,0.92,9.0,1326,473,0
21959183,108.55,10.0,54645750,2,2009-02-26 02:33:21,0,0,398171.89133263787,0,1,0.58858151854,1,7,3,1,29,44,13075,62,30,55,15,0.92417331813,11.7,1699,1000,1
1553611423,60.0,6.78,20404140,2,2013-06-28 17:14:55,0,0,145856.35990773467,0,0,0.703319502075,1,9,9,0,1,68,25531,23,0,63,36,0.770897832817,8.8,964,678,0
348080571,121.95,9.41,629455030,1,2011-08-03 21:05:06,0,0,8216249.393507231,0,0,0.61826544021,1,9,6,3,39,100,324,39,5,40,55,3.02127659574,9.0,1522,941,0
839690880,109.55,7.94,43308030,3,2012-09-22 12:50:00,0,0,408262.6660723583,0,4,0.503168567807,1,8,6,2,62,33,4176,75,10,40,50,0.0540622627183,9.5,1578,794,0
143687056,68.55,5.65,2676150,1,2010-05-14 04:08:41,0,0,7433.352002293448,0,29,0.555009823183,1,13,6,0,9,87,10136,31,5,50,45,1.08884337819,10.5,1018,565,0
2291421004,75.8,5.44,5072930,1,2014-01-19 10:38:59,0,0,19379.119852562966,0,22,0.566077003122,1,12,12,0,9,80,12998,26,20,35,45,0.188042430087,9.3,961,544,0
225241810,91.75,7.44,103546260,1,2010-12-11 02:33:14,0,0,26586.201456582698,0,5,0.556886227545,1,11,11,0,5,56,14369,25,25,45,30,1.22149837134,8.4,1336,744,0
52929021,76.3,6.54,4382340,1,2009-07-02 01:48:26,0,0,15128.825232317278,0,28,0.612359550562,1,15,15,0,1,74,92874,15,5,75,20,0.435754189944,8.4,1068,654,0
325967359,90.52631578947368,8.83,143473960,1,2011-06-29 04:44:21,0,0,2860584.9932376435,0,0,0.649264705882,1,5,1,1,11,74,21592,35,15,63,21,0.065445026178,9.1,1360,883,0
585912212,70.85,8.15,26731710,1,2012-05-20 19:09:52,0,0,126626.52681822833,0,5,0.620243531202,1,6,1,1,2,88,28124,47,30,55,15,0.583518930958,9.2,1314,815,0
2419936286,51.65,5.77,28699570,3,2014-03-31 03:47:30,0,0,163767.04527220211,0,1,0.59118852459,1,4,2,2,0,54,7564,20,10,55,35,0.0108049394009,6.8,976,577,0
262531823,101.5,10.85,686270,1,2011-03-08 06:40:22,0,0,1548.1601176880897,0,100,0.635245901639,1,8,2,0,8,83,369000,41,45,45,10,0.0897582855719,8.9,1708,1085,0
226315121,78.8,8.37,49525020,2,2010-12-13 21:40:42,0,0,195194.33486915033,0,7,0.64533538936,1,10,10,0,14,93,13239,56,5,90,5,1.59226190476,11.1,1297,837,0
492649414,125.85,6.56,4604460,2,2012-02-14 23:42:32,0,0,20104.97828716808,0,17,0.359255202629,1,13,9,0,27,54,136688,74,0,100,0,0.127320954907,10.4,1826,656,0
56554591,83.1,7.72,128419920,2,2009-07-14 00:55:42,0,0,2607953.7841925663,0,0,0.548295454545,1,12,11,1,9,67,17739,49,25,50,25,0.994033412888,10.8,1408,772,0
85193539,101.4,9.62,10600280,3,2009-10-25 23:46:57,0,0,116249.39115938415,0,6,0.592,1,9,9,0,3,69,42744,55,15,45,40,0.8249222674,9.8,1625,962,0
166211662,47.45,5.65,22023660,1,2010-07-13 16:21:01,0,0,49305.255645291,0,11,0.634118967452,1,11,11,0,1,37,117116,31,5,65,30,0.578181818182,8.2,891,565,0
2765166293,94.6,7.93,9931390,1,2014-09-09 00:24:35,1,0,65013.65131376256,0,9,0.632881085395,1,6,4,1,4,99,3106,74,25,45,30,1.01923076923,10.1,1253,793,0
69991603,57.15,6.66,102930890,1,2009-08-29 23:29:57,0,0,784208.2072318932,0,0,0.621268656716,1,8,7,1,6,31,760,29,35,50,15,1.02083333333,8.5,1072,666,0
357747403,58.25,7.45,41451750,2,2011-08-18 21:01:43,0,0,424525.2558254073,0,1,0.791710945802,1,11,1,0,6,63,2280,41,0,95,5,0.957446808511,8.0,941,745,0
1141299306,51.45,5.07,1781570,1,2013-02-02 02:51:27,0,0,4803.797105155462,0,36,0.695473251029,1,12,12,0,7,65,72135,44,5,70,25,0.293602103418,10.1,729,507,0
37407255,121.25,10.24,2784010,4,2009-05-03 12:17:01,0,0,24453.663695804356,0,7,0.682211858761,1,7,5,2,40,41,327233,68,5,60,35,0.0480266714723,11.1,1501,1024,1
112295272,129.3,11.25,8700460,2,2010-02-07 23:56:34,0,0,66841.62199279353,0,12,0.597133757962,1,8,8,0,12,78,22200,43,15,20,65,0.0691176470588,10.5,1884,1125,0
208664282,104.7,8.59,165216990,3,2010-10-27 17:57:56,0,0,1715394.5983333136,0,0,0.667962674961,1,13,5,0,15,60,14934,48,10,45,45,0.388235294118,10.1,1286,859,0
348393966,99.5,7.08,65604290,2,2011-08-04 10:45:50,1,0,726457.2518188717,0,2,0.504992867332,1,9,8,0,3,63,24351,55,0,95,5,0.48275862069,8.1,1402,708,0
1245621752,108.4,8.39,354004600,2,2013-03-06 08:50:36,0,0,3130691.8027018,0,0,0.587535014006,1,11,11,0,12,58,3908,81,15,25,60,0.0211428571429,9.6,1428,839,0
329481796,51.63157894736842,5.21,116253330,2,2011-07-05 04:34:40,0,0,1113967.305203784,0,0,0.603009259259,1,9,9,0,1,69,6918,8,5,57,36,1.17647058824,8.6,864,521,0
131043638,104.1,7.71,152738950,1,2010-04-09 03:07:55,0,0,1374684.498431491,0,1,0.488283723876,1,13,13,0,1,33,4145,24,15,35,50,1.125,8.8,1579,771,0
150183040,67.44444444444444,6.16,716688490,3,2010-05-31 08:46:49,1,0,28773621.967339747,0,0,0.582230623819,1,12,12,0,4,54,4616,13,11,50,38,1.23788546256,7.9,1058,616,0
91287122,102.35,8.25,3193260,1,2009-11-20 06:48:12,0,0,4134.073101675876,0,57,0.530205655527,1,11,10,1,2,87,52171,35,5,25,70,0.871934604905,8.7,1556,825,0
2244762307,49.55,5.57,286938760,1,2013-12-14 00:59:39,0,0,1723475.8912978296,0,0,0.666267942584,1,12,3,2,10,3,512,13,30,40,30,1.35640138408,8.1,836,557,0
344457551,73.95,7.0,34654010,1,2011-07-29 02:54:50,0,0,80334.8489518092,0,0,0.664136622391,1,12,4,3,4,71,56928,57,35,45,20,0.751706484642,9.4,1054,700,0
2360378178,97.3,8.77,38137890,1,2014-02-25 02:47:04,1,0,272444.46382852044,0,4,0.611149825784,1,15,5,0,2,98,4682,67,20,50,30,0.536585365854,10.4,1435,877,0
2400711853,80.65,7.92,670026260,3,2014-03-21 01:12:05,0,0,13136644.5091298,0,0,0.654004954583,1,12,12,0,47,42,3767,73,5,65,30,1.22329427981,9.3,1211,792,0
32494880,92.0,8.54,35653000,2,2009-04-17 17:44:34,0,0,119773.52410094645,0,6,0.609564596717,1,11,11,0,49,6,9962,84,35,30,35,0.988269794721,8.7,1401,854,0
2362812823,79.6,6.38,7709340,1,2014-02-26 15:03:49,0,0,55072.47120967063,0,0,0.592386258124,1,11,11,0,0,75,15963,42,0,85,15,0.771226415094,10.9,1077,638,0
86565348,60.45,8.32,2179180,1,2009-10-31 17:11:53,0,0,8058.985882075983,0,36,0.648985959438,1,10,7,3,7,59,82378,18,20,70,10,0.664990859232,8.2,1282,832,0
250207934,59.35,7.06,69728340,1,2011-02-10 16:50:55,0,0,177294.1699571647,0,0,0.738493723849,1,7,7,0,15,78,26314,20,0,95,5,0.611256544503,8.0,956,706,0
238040058,85.5,8.41,15726170,2,2011-01-14 06:27:01,1,0,61631.81065916772,0,14,0.582409972299,1,10,10,0,2,61,18320,49,10,45,45,2.17073170732,9.9,1444,841,0
1376257824,91.65,8.77,53783600,4,2013-04-24 05:45:43,0,0,500627.61975749,0,1,0.659894657637,1,13,13,0,40,85,5911,72,0,50,50,1.2427184466,10.0,1329,877,0
714550385,109.9,9.56,8266720,2,2013-10-14 14:49:40,0,0,78786.76657440639,0,4,0.553561088593,1,15,11,4,24,74,17126,43,20,45,35,0.200723327306,9.5,1727,956,0
474152548,88.7,6.75,386275120,2,2012-01-25 18:10:35,0,0,5631065.172163526,0,0,0.63679245283,1,12,9,3,30,77,20789,51,10,75,15,1.17200674536,10.0,1060,675,0
1373517728,99.9,7.19,19818520,2,2013-04-23 01:32:11,0,0,253462.7381127007,0,8,0.536167039523,1,7,7,0,1,44,118440,46,15,30,55,0.88253968254,9.8,1341,719,0
177906959,118.85,11.14,482784880,1,2010-08-13 10:53:42,0,0,6026143.800099175,0,0,0.653755868545,1,13,8,0,24,76,994,36,25,50,25,2.41040462428,10.1,1704,1114,0
2248762537,68.55,6.35,8883690,1,2013-12-16 13:27:47,1,0,39408.448497086254,0,13,0.663531870428,1,14,14,0,1,41,21686,53,25,65,10,0.33236574746,8.4,957,635,0
462534253,66.2,7.42,8817240,2,2012-01-13 01:58:00,0,0,51473.90691855438,0,13,0.595983935743,1,6,2,0,3,63,37607,59,10,40,50,0.912850812408,8.7,1245,742,0
93941188,93.25,7.98,70939850,2,2009-12-01 20:54:37,0,0,472045.74911870563,0,0,0.682634730539,1,9,9,0,7,24,4534,79,20,45,35,1.06993006993,10.9,1169,798,0
22437394,67.8,5.61,17686890,2,2009-03-02 02:05:44,0,0,91260.92182166471,0,8,0.682481751825,1,11,11,0,11,59,52269,24,0,95,5,0.0207809619574,9.1,822,561,0
1195136336,31.25,4.2,4499340,1,2013-02-18 22:36:27,1,0,1676.9105230583264,0,0,0.667726550079,1,13,13,0,0,32,19496,1,6,62,31,1.13131313131,6.5,629,420,0
1175224910,35.2,3.68,1039470,1,2013-02-13 12:53:41,1,0,5090.145666874378,0,97,0.525714285714,1,14,14,0,26,96,44330,4,5,85,10,0.0612427358069,7.2,700,368,0
578904059,94.5,8.43,342092170,3,2012-05-13 12:11:09,0,0,4571532.4725899,0,0,0.715012722646,1,15,15,0,60,6,17626,86,0,95,5,0.295953757225,8.6,1179,843,0
454183646,33.26315789473684,5.69,426112080,1,2012-01-03 18:25:34,0,0,3194391.546822798,0,0,0.591476091476,1,11,11,0,4,55,8718,23,31,68,0,0.507645259939,9.5,962,569,0
318040219,59.78947368421053,8.7,193940080,2,2011-06-15 21:32:42,0,0,791096.6327248443,0,0,0.642540620384,1,12,4,1,4,87,7916,50,10,57,31,0.759797724399,9.7,1354,870,0
558782771,105.65,8.78,6956390,2,2012-04-20 16:54:44,0,0,33782.512336266525,0,7,0.569390402075,1,13,13,0,6,58,10720,49,15,30,55,1.42386831276,9.0,1542,878,0
50034798,71.4,7.14,21885920,2,2009-06-23 17:11:58,0,0,296854.8409867818,0,2,0.611825192802,1,10,6,0,24,2,24063,81,0,85,15,3.3320802005,10.2,1167,714,0
2574200442,65.95,6.22,46754090,1,2014-06-18 05:42:51,0,0,335359.394526991,0,1,0.570119156737,1,7,7,0,3,44,22719,21,15,45,40,0.540372670807,8.4,1091,622,0
53114456,120.4,9.41,245281640,1,2009-07-02 16:42:05,0,0,449435.5145150275,0,0,0.50537056928,1,12,6,1,15,71,9517,34,10,30,60,0.182746878547,9.4,1862,941,0
1495594020,94.8,9.37,82433400,2,2013-06-09 13:33:02,0,0,396210.9568368188,0,0,0.616042077581,1,15,15,0,3,78,2685,63,10,40,50,0.908794788274,9.1,1521,937,0
1387377110,92.35,7.03,164486550,1,2013-04-28 16:44:04,1,0,20708.495937416603,0,0,0.5800330033,1,10,9,0,3,70,4972,70,5,65,30,0.913432835821,11.2,1212,703,0
489714722,68.2,4.88,42901320,3,2012-02-11 20:20:44,0,0,155914.21648453837,0,0,0.635416666667,1,9,6,0,27,43,2177,91,0,90,10,4.58536585366,10.9,768,488,0
64534012,63.75,6.02,10585640,2,2009-08-10 22:22:34,0,0,46169.011588158355,0,14,0.616171954964,1,11,11,0,1,42,22450,42,20,50,30,0.945544554455,8.0,977,602,0
138472981,107.95,8.31,237661070,2,2010-04-29 16:56:32,1,0,2599690.2502614614,0,0,0.57949790795,1,11,4,0,2,91,2810,23,15,25,60,1.92907801418,9.4,1434,831,0
1727495887,44.0,4.32,518729650,1,2013-09-04 03:40:00,1,0,4662485.711882035,0,0,0.682464454976,1,11,11,0,11,40,2755,49,12,81,6,0.537634408602,9.6,633,432,0
440901699,113.4,8.76,19779890,1,2011-12-19 14:47:57,0,0,207298.44551235784,0,6,0.550597108737,1,15,15,0,0,92,27874,54,25,35,40,0.611028315946,9.6,1591,876,0
185216671,91.85,9.37,43350960,1,2010-08-31 13:46:05,0,0,292930.7001211379,0,1,0.674586033117,1,10,10,0,9,80,21649,49,0,90,10,1.58194774347,11.2,1389,937,0
32831822,76.85,7.72,111206990,2,2009-04-18 08:19:02,0,0,294825.426576453,0,1,0.679577464789,1,13,13,0,16,79,24999,52,0,90,10,0.382944489139,10.6,1136,772,0
2938551012,76.35,0.16,788975370,1,2014-12-21 19:45:06,1,0,4772736.446555798,0,0,0.0166666666667,1,15,12,3,0,0,1110,100,0,100,0,1.19090909091,12.2,960,16,0
241347721,111.25,10.92,254147760,2,2011-01-22 01:48:16,0,0,661868.1840644612,0,3,0.605321507761,1,11,11,0,5,91,2982,50,25,25,50,1.2776203966,9.9,1804,1092,0
20301520,84.85,8.97,230954250,2,2009-02-07 09:44:01,1,0,991432.5062803456,0,0,0.611035422343,1,7,7,0,38,63,1826,38,15,40,45,5.1268115942,9.7,1468,897,0
49709134,88.35,7.08,384527230,2,2009-06-22 18:04:31,0,0,2234542.1846099393,0,0,0.534339622642,1,11,11,0,8,75,21846,21,30,35,35,0.292978208232,8.3,1325,708,0
392080330,92.0,7.65,94199160,1,2011-10-16 14:40:14,1,0,677575.3406914059,0,2,0.571748878924,1,13,11,2,5,83,14270,52,10,47,42,0.830472103004,9.5,1338,765,0
1261040287,69.05,5.42,10601120,1,2013-03-12 03:46:22,0,0,121405.84666814857,0,7,0.598233995585,1,14,14,0,10,74,32131,33,10,70,20,0.238681493249,9.3,906,542,0
2257926470,87.75,7.82,21526030,2,2013-12-22 16:53:47,0,0,190128.74170109053,0,2,0.676470588235,1,9,5,0,2,71,25268,44,5,80,15,0.4773960217,8.6,1156,782,0
96815122,110.5,10.7,100153650,2,2009-12-14 18:39:40,0,0,233675.67153174075,0,1,0.591487009397,1,9,4,2,14,63,5052,22,25,50,25,0.565982404692,7.8,1809,1070,0
120833703,116.85,10.09,35312400,1,2010-03-07 18:10:17,0,0,382499.81056733546,0,1,0.623995052566,1,9,9,0,30,60,6934,80,15,40,45,0.873966942149,10.7,1617,1009,0
22798846,84.05,8.89,66547940,3,2009-03-04 16:55:35,0,0,591625.8788070781,0,1,0.591877496671,1,11,11,0,35,69,17564,39,10,55,35,1.66888150609,10.0,1502,889,0
381753637,81.8,4.87,11284060,2,2011-09-28 21:46:53,1,0,90961.08140038518,0,2,0.541111111111,1,7,6,1,20,97,35407,40,0,45,55,0.516030534351,12.1,900,487,0
2718118608,109.26315789473684,9.62,23389730,2,2014-08-08 22:48:50,0,0,152048.88225635598,0,0,0.64390896921,1,13,13,0,24,82,11925,51,21,52,26,1.29411764706,10.7,1494,962,0
1194760087,107.6,8.21,12462850,3,2013-02-18 20:11:15,0,0,38892.569016812195,0,9,0.603232916973,1,14,14,0,12,50,8858,62,30,35,35,0.640520694259,9.5,1361,821,1
